Entity,Types,Source
"Boiled milk is milk that has been heated to a temperature of at least 180 degrees Fahrenheit, causing the milk to turn a light brown color.",Description,GPT-3
"A bond is a debt security in which the issuer owes the holders a debt and is obliged to pay them interest or to repay the principal at a later date, termed the maturity date.",Description,GPT-3
"Bonding is the process of forming a close, emotional connection with someone.",Description,GPT-3
Bone broth is a type of broth made by simmering bones and connective tissue in water for an extended period of time.,Description,GPT-3
Bone density is a measure of how much bone tissue is present in a given volume of bone.,Description,GPT-3
Bone health is the condition of bones in the human body. It is the ability of bones to resist fracture and to repair themselves after injury.,Description,GPT-3
"Bone loss is a health condition where bones become weak and brittle. This can be caused by a lack of calcium or vitamin D, or by a medical condition such as osteoporosis.",Description,GPT-3
"Bones are the hard, calcified tissues that make up the skeleton of vertebrate animals.",Description,GPT-3
"A book is a set of written, printed, or blank sheets, made of paper, parchment, or other materials, fastened together to hinge at one side, with text and/or images printed in ink on the other side.",Description,GPT-3
Boost is a C++ library that provides a set of tools for programming in C++.,Description,GPT-3
"Borderline personality disorder is a mental health condition that is characterized by instability in moods, behavior, and relationships. People with borderline personality disorder may have difficulty regulating their emotions, may act impulsively, and may have unstable relationships.",Description,GPT-3
"Boron is a nonmetallic chemical element with the symbol B and atomic number 5. Boron is a metalloid. A relatively rare element, boron is found in more than 100 minerals.",Description,GPT-3
"This Boron deficiency health condition is characterized by a lack of the mineral boron in the body. This can lead to a number of health problems, including weak bones, joint pain, and infertility.",Description,GPT-3
"Botox is a brand name for a toxin produced by the bacterium Clostridium botulinum. It is the same toxin that causes a life-threatening type of food poisoning called botulism. Doctors use it in very small doses to treat health problems, including:

-Chronic migraines
-Excessive sweating
-Muscle spasms
-Bladder control problems
-Lazy eye
-Cervical dystonia
-Overactive bladder",Description,GPT-3
Bovine is a term used to describe cattle.,Description,GPT-3
A boy is a young male human.,Description,GPT-3
"Brail reading is the process of reading by touch, using raised dots on a page.",Description,GPT-3
The brain is the organ that controls all of the body's functions.,Description,GPT-3
"Brain aging is the gradual deterioration of the brain that occurs with advancing age. The brain shrinks in size and weight, and the number of neurons decreases. The connections between neurons become weaker, and the brain becomes less efficient in processing information.",Description,GPT-3
Brain anatomy is the study of the structure of the brain.,Description,GPT-3
"Brain development is the process by which the brain grows and changes over time. This can include changes in the structure of the brain, as well as changes in how the brain functions.",Description,GPT-3
"Brain fog is generally used to describe a feeling of mental confusion or forgetfulness. It can be caused by a variety of factors, including sleep deprivation, stress, anxiety, and certain medical conditions.",Description,GPT-3
"Brain function refers to the various activities that occur within the brain, including thinking, feeling, and movement.",Description,GPT-3
"Brain health generally refers to the overall well-being of the brain, including its structure and function. This can encompass everything from cognitive abilities to mental health.",Description,GPT-3
"A brain injury is any damage to the brain that can result in impairments in cognitive, physical, and/or emotional functioning.",Description,GPT-3
A brain receptor is a protein found on the surface of a cell that receives chemical signals from other cells and translates them into a biological response.,Description,GPT-3
Brain sensors are devices that are implanted into the brain in order to measure and record electrical activity.,Description,GPT-3
A brain tumor is a mass or growth of abnormal cells in your brain. Brain tumors can be cancerous or noncancerous.,Description,GPT-3
The definition of brain-body function is the relationship between the brain and the body. This relationship is important for understanding how the brain controls the body and how the body responds to the brain.,Description,GPT-3
A brain-machine interface is a system that enables a person to control a machine using their thoughts.,Description,GPT-3
"The Brazil nut is a large, round nut that grows on a tall tree in South America. The Brazil nut tree can grow up to 150 feet tall and can live for more than 500 years. The Brazil nut is the fruit of the Brazil nut tree.",Description,GPT-3
